ID;Batch;Distance (µm);Sr:Ca_Avg 
SL-51;Slåttersill;520.865553197528;1.71429932000904
SL_53;Slåttersill;520.865553197528;1.97539960802491
SL_45;Slåttersill;520.865553197528;1.64316734785055
SL_54;Slåttersill;520.865553197528;2.32432934972189
SH_29;Spring-spawning;524.16;1.78742948778944
SH_27;Spring-spawning;524.16;2.00414832432551
SH_26;Spring-spawning;524.16;2.21207593779749
SH_25;Spring-spawning;524.16;1.67105893010446
SH_23;Spring-spawning;524.16;1.770980691458
SH_22;Spring-spawning;524.16;2.29441244738737
SL57;Slåttersill;524.16;2.00259711068834
SL_63;Slåttersill;524.16;2.55665527231716
SL_58;Slåttersill;524.16;2.02514743566029
SL_66;Slåttersill;524.16;1.97870746605793
SL_65;Slåttersill;524.16;1.6490374213277
SL_62;Slåttersill;524.16;2.14096302764657
SH_21;Spring-spawning;524.16;1.75753908453312
SH31;Spring-spawning;530.15;1.51431659171037
SH32;Spring-spawning;530.15;1.68592886731083
SH_33;Spring-spawning;530.15;1.76714487385619
UP_11_4;Autumn-spawning;530.15;1.6753704562116
UP_11_9;Autumn-spawning;530.15;1.2934453003736
UP_11_5;Autumn-spawning;530.15;1.3994339240215
UP_11_6;Autumn-spawning;530.15;0.98591899714917
UP_11_18;Autumn-spawning;530.15;1.10327661994241
UP_11_7;Autumn-spawning;530.15;1.31487704804942
UP_11_8;Autumn-spawning;530.15;1.71230500465596
UP_11_14;Autumn-spawning;530.15;1.19843759321958
SH_29;Spring-spawning;535.08;1.81085670513113
SH_27;Spring-spawning;535.08;2.01335796912173
SH_26;Spring-spawning;535.08;2.2085667951935
SH_25;Spring-spawning;535.08;1.69615642096168
SH_23;Spring-spawning;535.08;1.77394548256707
SH_22;Spring-spawning;535.08;2.26049344534363
SL57;Slåttersill;535.08;1.94302279773328
SL_63;Slåttersill;535.08;2.52684347002161
SL_58;Slåttersill;535.08;2.03322371917641
SL_66;Slåttersill;535.08;1.96904620795171
SL_65;Slåttersill;535.08;1.61728174359531
SL_62;Slåttersill;535.08;2.14073557547423
SH_21;Spring-spawning;535.08;1.75480551728416
SH31;Spring-spawning;541.675;1.48506287718993
SH32;Spring-spawning;541.675;1.64696796687118
SH_33;Spring-spawning;541.675;1.83904319470303
UP_11_4;Autumn-spawning;541.675;1.64881109563986
UP_11_9;Autumn-spawning;541.675;1.26518674604269
UP_11_5;Autumn-spawning;541.675;1.31940488212943
UP_11_6;Autumn-spawning;541.675;0.98010023533759
UP_11_18;Autumn-spawning;541.675;1.09651060487062
UP_11_7;Autumn-spawning;541.675;1.27071742938255
UP_11_8;Autumn-spawning;541.675;1.67155574324627
UP_11_14;Autumn-spawning;541.675;1.18467749662601
SH_29;Spring-spawning;546;1.83283322116886
SH_27;Spring-spawning;546;2.01726950600109
SH_26;Spring-spawning;546;2.28531008838514
SH_25;Spring-spawning;546;1.71093734947399
SH_23;Spring-spawning;546;1.77210810537826
SH_22;Spring-spawning;546;2.21832693658313
SL57;Slåttersill;546;1.91771746077078
SL_63;Slåttersill;546;2.49630525655044
SL_58;Slåttersill;546;1.993753496254
SL_66;Slåttersill;546;1.95549499738577
SL_65;Slåttersill;546;1.58049899850472
SL_62;Slåttersill;546;2.12874569367732
SH_21;Spring-spawning;546;1.73652492830719
SL-51;Slåttersill;546.908830857404;1.79671083678973
SL_53;Slåttersill;546.908830857404;2.07927145747967
SL_45;Slåttersill;546.908830857404;1.60737423510363
SL_54;Slåttersill;546.908830857404;2.45359132725291
SH31;Spring-spawning;553.2;1.50469287618298
SH32;Spring-spawning;553.2;1.60034211971074
SH_33;Spring-spawning;553.2;1.82505543824213
UP_11_4;Autumn-spawning;553.2;1.69867534939429
UP_11_9;Autumn-spawning;553.2;1.24986190700688
UP_11_5;Autumn-spawning;553.2;1.33072900688382
UP_11_6;Autumn-spawning;553.2;1.01170472903972
UP_11_18;Autumn-spawning;553.2;1.07237175903495
UP_11_7;Autumn-spawning;553.2;1.29832244637384
UP_11_8;Autumn-spawning;553.2;1.72546895778979
UP_11_14;Autumn-spawning;553.2;1.22879957639287
SH_29;Spring-spawning;556.92;1.84367198607916
SH_27;Spring-spawning;556.92;2.02247671676782
SH_26;Spring-spawning;556.92;2.33594074097396
SH_25;Spring-spawning;556.92;1.71931249297975
SH_23;Spring-spawning;556.92;1.78620397379648
SH_22;Spring-spawning;556.92;2.20516019098996
SL57;Slåttersill;556.92;1.86433883041602
SL_63;Slåttersill;556.92;2.51883579340691
SL_58;Slåttersill;556.92;1.98071454845901
SL_66;Slåttersill;556.92;1.95532385332113
SL_65;Slåttersill;556.92;1.56903223464616
SL_62;Slåttersill;556.92;2.11284691710155
SH_21;Spring-spawning;556.92;1.71438123202142
SH31;Spring-spawning;564.725;1.43392335905459
SH32;Spring-spawning;564.725;1.51917679540542
SH_33;Spring-spawning;564.725;1.81156561212784
UP_11_4;Autumn-spawning;564.725;1.65029220425771
UP_11_9;Autumn-spawning;564.725;1.21428658261142
UP_11_5;Autumn-spawning;564.725;1.3990484702241
UP_11_6;Autumn-spawning;564.725;1.00929324699322
UP_11_18;Autumn-spawning;564.725;1.06050349550387
UP_11_7;Autumn-spawning;564.725;1.24862562986389
UP_11_8;Autumn-spawning;564.725;1.74781952426183
UP_11_14;Autumn-spawning;564.725;1.25114945526788
SH_29;Spring-spawning;567.84;1.81705280142635
SH_27;Spring-spawning;567.84;2.03361690685652
SH_26;Spring-spawning;567.84;2.33315198724383
SH_25;Spring-spawning;567.84;1.65963613369187
SH_23;Spring-spawning;567.84;1.83520061803399
SH_22;Spring-spawning;567.84;2.16801668706087
SL57;Slåttersill;567.84;1.81964590165585
SL_63;Slåttersill;567.84;2.47420280309082
SL_58;Slåttersill;567.84;1.9760159926031
SL_66;Slåttersill;567.84;1.93575220202844
SL_65;Slåttersill;567.84;1.54086010894091
SL_62;Slåttersill;567.84;2.11378478202125
SH_21;Spring-spawning;567.84;1.71884436637444
SL-51;Slåttersill;572.95210851728;1.82195692054639
SL_53;Slåttersill;572.95210851728;2.0714999424814
SL_45;Slåttersill;572.95210851728;1.56873841851466
SL_54;Slåttersill;572.95210851728;2.27799114772982
SH31;Spring-spawning;576.25;1.48615865493894
SH32;Spring-spawning;576.25;1.48018804159867
SH_33;Spring-spawning;576.25;1.7773098753644
UP_11_4;Autumn-spawning;576.25;1.63455640764504
UP_11_9;Autumn-spawning;576.25;1.12835492647605
UP_11_5;Autumn-spawning;576.25;1.3837039132489
UP_11_6;Autumn-spawning;576.25;1.02602836504755
UP_11_18;Autumn-spawning;576.25;1.07406690582682
UP_11_7;Autumn-spawning;576.25;1.21528155194897
UP_11_8;Autumn-spawning;576.25;1.68006858690701
UP_11_14;Autumn-spawning;576.25;1.18302032109484
SH_29;Spring-spawning;578.76;1.82154297586209
SH_27;Spring-spawning;578.76;2.00901985039477
SH_26;Spring-spawning;578.76;2.33601530951112
SH_25;Spring-spawning;578.76;1.63606746352502
SH_23;Spring-spawning;578.76;1.83172055995638
SH_22;Spring-spawning;578.76;2.13065058730757
SL57;Slåttersill;578.76;1.78818097082459
SL_63;Slåttersill;578.76;2.47585534068942
SL_58;Slåttersill;578.76;1.95015016520739
SL_66;Slåttersill;578.76;1.90797942309405
SL_65;Slåttersill;578.76;1.53957287367563
SL_62;Slåttersill;578.76;2.09244147659938
SH_21;Spring-spawning;578.76;1.72972470195528
SH31;Spring-spawning;587.775;1.47848568730142
SH32;Spring-spawning;587.775;1.48547593604655
SH_33;Spring-spawning;587.775;1.80363902123497
UP_11_4;Autumn-spawning;587.775;1.59512166144427
UP_11_9;Autumn-spawning;587.775;1.10205017441279
UP_11_5;Autumn-spawning;587.775;1.4336076070317
UP_11_6;Autumn-spawning;587.775;1.00252495649824
UP_11_18;Autumn-spawning;587.775;1.04457504897152
UP_11_7;Autumn-spawning;587.775;1.19452614268922
UP_11_8;Autumn-spawning;587.775;1.60989195913631
UP_11_14;Autumn-spawning;587.775;1.2133634694759
SH_29;Spring-spawning;589.68;1.8197009020981
SH_27;Spring-spawning;589.68;1.95881550779977
SH_26;Spring-spawning;589.68;2.36772647028536
SH_25;Spring-spawning;589.68;1.61296181710623
SH_23;Spring-spawning;589.68;1.82137340405726
SH_22;Spring-spawning;589.68;2.10864775321445
SL57;Slåttersill;589.68;1.71626111229773
SL_63;Slåttersill;589.68;2.47652126609661
SL_58;Slåttersill;589.68;1.92218220084182
SL_66;Slåttersill;589.68;1.84934769587211
SL_65;Slåttersill;589.68;1.5095280335304
SL_62;Slåttersill;589.68;2.08706554639831
SH_21;Spring-spawning;589.68;1.70597184701324
SL-51;Slåttersill;598.995386177157;1.60732398211237
SL_53;Slåttersill;598.995386177157;1.91054364835513
SL_45;Slåttersill;598.995386177157;1.45754077045812
SL_54;Slåttersill;598.995386177157;2.27041201424532
SH31;Spring-spawning;599.299999999999;1.50365943858408
SH32;Spring-spawning;599.299999999999;1.4229870045526
SH_33;Spring-spawning;599.299999999999;1.7942513056485
UP_11_4;Autumn-spawning;599.299999999999;1.4830248214663
UP_11_9;Autumn-spawning;599.299999999999;1.09943450226142
UP_11_5;Autumn-spawning;599.299999999999;1.39485102617091
UP_11_6;Autumn-spawning;599.299999999999;1.02833442026497
UP_11_18;Autumn-spawning;599.299999999999;1.01415276721924
UP_11_7;Autumn-spawning;599.299999999999;1.17184571588962
UP_11_8;Autumn-spawning;599.299999999999;1.6068016853957
UP_11_14;Autumn-spawning;599.299999999999;1.18337404111436
SH_29;Spring-spawning;600.6;1.78797312109732
SH_27;Spring-spawning;600.6;1.95318847730966
SH_26;Spring-spawning;600.6;2.37289448371689
SH_25;Spring-spawning;600.6;1.59299691104302
SH_23;Spring-spawning;600.6;1.82268242517551
SH_22;Spring-spawning;600.6;2.07063823995609
SL57;Slåttersill;600.6;1.70416843025853
SL_63;Slåttersill;600.6;2.4033704094119
SL_58;Slåttersill;600.6;1.89058647681727
SL_66;Slåttersill;600.6;1.85260933918788
SL_65;Slåttersill;600.6;1.48309162483646
SL_62;Slåttersill;600.6;2.06671596795942
SH_21;Spring-spawning;600.6;1.68498859313164
SH31;Spring-spawning;610.824999999999;1.60033447672488
SH32;Spring-spawning;610.824999999999;1.4096022743952
SH_33;Spring-spawning;610.824999999999;1.80203750085271
UP_11_4;Autumn-spawning;610.824999999999;1.45622158371032
UP_11_9;Autumn-spawning;610.824999999999;1.10705789303897
UP_11_5;Autumn-spawning;610.824999999999;1.4325288574597
UP_11_6;Autumn-spawning;610.824999999999;1.03777212023212
UP_11_18;Autumn-spawning;610.824999999999;0.987417888805458
UP_11_7;Autumn-spawning;610.824999999999;1.13929210070227
UP_11_8;Autumn-spawning;610.824999999999;1.60799080707386
UP_11_14;Autumn-spawning;610.824999999999;1.1530326220763
SH_29;Spring-spawning;611.52;1.7535249514775
SH_27;Spring-spawning;611.52;1.93048328906661
SH_26;Spring-spawning;611.52;2.31897248113345
SH_25;Spring-spawning;611.52;1.54111947958377
SH_23;Spring-spawning;611.52;1.80426359335407
SH_22;Spring-spawning;611.52;2.04410563672229
SL57;Slåttersill;611.52;1.69244722029195
SL_63;Slåttersill;611.52;2.3619898719781
SL_58;Slåttersill;611.52;1.87657970295414
SL_66;Slåttersill;611.52;1.82319604973886
SL_65;Slåttersill;611.52;1.46827451763089
SL_62;Slåttersill;611.52;2.06688824671735
SH_21;Spring-spawning;611.52;1.6867480767032
SH31;Spring-spawning;622.349999999999;1.62885758847466
SH32;Spring-spawning;622.349999999999;1.36165859838576
SH_33;Spring-spawning;622.349999999999;1.7762363893359
UP_11_4;Autumn-spawning;622.349999999999;1.40671626031192
UP_11_9;Autumn-spawning;622.349999999999;1.1030804273725
UP_11_5;Autumn-spawning;622.349999999999;1.38305644864846
UP_11_6;Autumn-spawning;622.349999999999;0.990661025191357
UP_11_18;Autumn-spawning;622.349999999999;0.980135924761772
UP_11_7;Autumn-spawning;622.349999999999;1.09022756017168
UP_11_8;Autumn-spawning;622.349999999999;1.53930690141702
UP_11_14;Autumn-spawning;622.349999999999;1.1449731608852
SH_29;Spring-spawning;622.44;1.76494139103847
SH_27;Spring-spawning;622.44;1.8752457510357
SH_26;Spring-spawning;622.44;2.27673280401641
SH_25;Spring-spawning;622.44;1.55122481106079
SH_23;Spring-spawning;622.44;1.77049741681628
SH_22;Spring-spawning;622.44;2.04537265128106
SL57;Slåttersill;622.44;1.67125022723259
SL_63;Slåttersill;622.44;2.27363651598661
SL_58;Slåttersill;622.44;1.83945285755228
SL_66;Slåttersill;622.44;1.81195937766149
SL_65;Slåttersill;622.44;1.45523600852112
SL_62;Slåttersill;622.44;2.04940105491586
SH_21;Spring-spawning;622.44;1.68984321262829
SL-51;Slåttersill;625.038663837033;1.67058735692646
SL_53;Slåttersill;625.038663837033;1.82709187693654
SL_45;Slåttersill;625.038663837033;1.50208841568841
SL_54;Slåttersill;625.038663837033;2.21820291425207
SH_29;Spring-spawning;633.36;1.79417158567684
SH_27;Spring-spawning;633.36;1.87592761728409
SH_26;Spring-spawning;633.36;2.24538659138313
SH_25;Spring-spawning;633.36;1.57273982716828
SH_23;Spring-spawning;633.36;1.73607526477117
SH_22;Spring-spawning;633.36;2.06044509347247
SL57;Slåttersill;633.36;1.65105091817757
SL_63;Slåttersill;633.36;2.25616279824278
SL_58;Slåttersill;633.36;1.83407984344747
SL_66;Slåttersill;633.36;1.80130646134726
SL_65;Slåttersill;633.36;1.47787076909357
SL_62;Slåttersill;633.36;2.0010495029243
SH_21;Spring-spawning;633.36;1.66647865747716
SH31;Spring-spawning;633.874999999999;1.63985736376962
SH32;Spring-spawning;633.874999999999;1.33691250958754
SH_33;Spring-spawning;633.874999999999;1.79789617785456
UP_11_4;Autumn-spawning;633.874999999999;1.40786506524157
UP_11_9;Autumn-spawning;633.874999999999;1.10802984185841
UP_11_5;Autumn-spawning;633.874999999999;1.33433739113346
UP_11_6;Autumn-spawning;633.874999999999;0.993850691441931
UP_11_18;Autumn-spawning;633.874999999999;0.980182607035868
UP_11_7;Autumn-spawning;633.874999999999;1.06551081126128
UP_11_8;Autumn-spawning;633.874999999999;1.51306262431675
UP_11_14;Autumn-spawning;633.874999999999;1.09702019849599
SH_29;Spring-spawning;644.28;1.79341780308398
SH_27;Spring-spawning;644.28;1.85987751315534
SH_26;Spring-spawning;644.28;2.20672045210128
SH_25;Spring-spawning;644.28;1.56342059108651
SH_23;Spring-spawning;644.28;1.72266498178957
SH_22;Spring-spawning;644.28;2.07434347171186
SL57;Slåttersill;644.28;1.62250322918254
SL_63;Slåttersill;644.28;2.17326564286484
SL_58;Slåttersill;644.28;1.78825159581666
SL_66;Slåttersill;644.28;1.80412863858711
SL_65;Slåttersill;644.28;1.48405823913548
SL_62;Slåttersill;644.28;1.97294004543212
SH_21;Spring-spawning;644.28;1.64536976990874
SH31;Spring-spawning;645.399999999999;1.58481445837358
SH32;Spring-spawning;645.399999999999;1.25858478622495
SH_33;Spring-spawning;645.399999999999;1.78654393701477
UP_11_4;Autumn-spawning;645.399999999999;1.36067145351325
UP_11_9;Autumn-spawning;645.399999999999;1.16587898220492
UP_11_5;Autumn-spawning;645.399999999999;1.36739460931718
UP_11_6;Autumn-spawning;645.399999999999;0.978089382208959
UP_11_18;Autumn-spawning;645.399999999999;0.951892269749408
UP_11_7;Autumn-spawning;645.399999999999;1.06565429804041
UP_11_8;Autumn-spawning;645.399999999999;1.48397219036536
UP_11_14;Autumn-spawning;645.399999999999;1.13098604657405
SL-51;Slåttersill;651.08194149691;1.59375082645054
SL_53;Slåttersill;651.08194149691;2.07622817837249
SL_45;Slåttersill;651.08194149691;1.66849533006812
SL_54;Slåttersill;651.08194149691;2.07774075140704
SH_29;Spring-spawning;655.2;1.80180533113586
SH_27;Spring-spawning;655.2;1.85190540576799
SH_26;Spring-spawning;655.2;2.17999406093952
SH_25;Spring-spawning;655.2;1.5522328107498
SH_23;Spring-spawning;655.2;1.7183562403256
SH_22;Spring-spawning;655.2;2.08508973642227
SL57;Slåttersill;655.2;1.58986259367046
SL_63;Slåttersill;655.2;2.10675389723087
SL_58;Slåttersill;655.2;1.7380615968373
SL_66;Slåttersill;655.2;1.83650165968521
SL_65;Slåttersill;655.2;1.495723769502
SL_62;Slåttersill;655.2;1.93345393115815
SH_21;Spring-spawning;655.2;1.66641935360176
SH31;Spring-spawning;656.924999999999;1.56331005292879
SH32;Spring-spawning;656.924999999999;1.27730891274769
SH_33;Spring-spawning;656.924999999999;1.77371471386542
UP_11_4;Autumn-spawning;656.924999999999;1.35416912375055
UP_11_9;Autumn-spawning;656.924999999999;1.18746579613069
UP_11_5;Autumn-spawning;656.924999999999;1.28250321801464
UP_11_6;Autumn-spawning;656.924999999999;0.995813443485332
UP_11_18;Autumn-spawning;656.924999999999;0.931830076358655
UP_11_7;Autumn-spawning;656.924999999999;1.06472415126167
UP_11_8;Autumn-spawning;656.924999999999;1.44934312218076
UP_11_14;Autumn-spawning;656.924999999999;1.11604154419551
SH_29;Spring-spawning;666.12;1.81225581463189
SH_27;Spring-spawning;666.12;1.79839445670486
SH_26;Spring-spawning;666.12;2.18286680610863
SH_25;Spring-spawning;666.12;1.52039458431429
SH_23;Spring-spawning;666.12;1.65618237925524
SH_22;Spring-spawning;666.12;2.10460449941454
SL57;Slåttersill;666.12;1.56282816690608
SL_63;Slåttersill;666.12;2.13785478881208
SL_58;Slåttersill;666.12;1.71758316983673
SL_66;Slåttersill;666.12;1.80639091707283
SL_65;Slåttersill;666.12;1.52821529087672
SL_62;Slåttersill;666.12;1.88610860267889
SH_21;Spring-spawning;666.12;1.69621027978606
SH31;Spring-spawning;668.449999999999;1.5872297677075
SH32;Spring-spawning;668.449999999999;1.24927198356945
SH_33;Spring-spawning;668.449999999999;1.78078026294063
UP_11_4;Autumn-spawning;668.449999999999;1.36953480405196
UP_11_9;Autumn-spawning;668.449999999999;1.13979381010746
UP_11_5;Autumn-spawning;668.449999999999;1.26986887448568
UP_11_6;Autumn-spawning;668.449999999999;0.977145405842677
UP_11_18;Autumn-spawning;668.449999999999;0.962317805903258
UP_11_7;Autumn-spawning;668.449999999999;1.03959125484671
UP_11_8;Autumn-spawning;668.449999999999;1.45146735636283
UP_11_14;Autumn-spawning;668.449999999999;1.1065895721551
SH_29;Spring-spawning;677.04;1.82821389682806
SH_27;Spring-spawning;677.04;1.80689164883834
SH_26;Spring-spawning;677.04;2.20006715555894
SH_25;Spring-spawning;677.04;1.48557035385813
SH_23;Spring-spawning;677.04;1.66200719607718
SH_22;Spring-spawning;677.04;2.13547400930074
SL57;Slåttersill;677.04;1.54803065099141
SL_63;Slåttersill;677.04;2.1119635949683
SL_58;Slåttersill;677.04;1.7115835286736
SL_66;Slåttersill;677.04;1.76697879472811
SL_65;Slåttersill;677.04;1.52779134213169
SL_62;Slåttersill;677.04;1.83115273989794
SH_21;Spring-spawning;677.04;1.68787781155898
SL-51;Slåttersill;677.125219156786;1.53288364099042
SL_53;Slåttersill;677.125219156786;1.71867093328444
SL_45;Slåttersill;677.125219156786;1.59307500284502
SL_54;Slåttersill;677.125219156786;2.08827252639846
SH31;Spring-spawning;679.974999999999;1.5113106142669
SH32;Spring-spawning;679.974999999999;1.24326847219185
SH_33;Spring-spawning;679.974999999999;1.75307266840209
UP_11_4;Autumn-spawning;679.974999999999;1.46003037635299
UP_11_9;Autumn-spawning;679.974999999999;1.08883420825895
UP_11_5;Autumn-spawning;679.974999999999;1.23416508947866
UP_11_6;Autumn-spawning;679.974999999999;0.963259821474312
UP_11_18;Autumn-spawning;679.974999999999;0.979080666399066
UP_11_7;Autumn-spawning;679.974999999999;1.04119987524152
UP_11_8;Autumn-spawning;679.974999999999;1.4381799334029
UP_11_14;Autumn-spawning;679.974999999999;1.10645132315149
SH_29;Spring-spawning;687.96;1.82273918045732
SH_27;Spring-spawning;687.96;1.82430692920965
SH_26;Spring-spawning;687.96;2.17752063771874
SH_25;Spring-spawning;687.96;1.45726358001041
SH_23;Spring-spawning;687.96;1.68324887369632
SH_22;Spring-spawning;687.96;2.14328760207579
SL57;Slåttersill;687.96;1.55991378332463
SL_63;Slåttersill;687.96;2.06514359604553
SL_58;Slåttersill;687.96;1.72991640489851
SL_66;Slåttersill;687.96;1.7279780566847
SL_65;Slåttersill;687.96;1.53041257278681
SL_62;Slåttersill;687.96;1.80149897949302
SH_21;Spring-spawning;687.96;1.71904214695219
SH31;Spring-spawning;691.499999999999;1.53640125254521
SH32;Spring-spawning;691.499999999999;1.22665230148402
SH_33;Spring-spawning;691.499999999999;1.78088892327739
UP_11_4;Autumn-spawning;691.499999999999;1.46373876000161
UP_11_9;Autumn-spawning;691.499999999999;1.08959618901707
UP_11_5;Autumn-spawning;691.499999999999;1.24511949811612
UP_11_6;Autumn-spawning;691.499999999999;1.00033013089218
UP_11_18;Autumn-spawning;691.499999999999;0.976302275976699
UP_11_7;Autumn-spawning;691.499999999999;1.04873111953694
UP_11_8;Autumn-spawning;691.499999999999;1.40895114272104
UP_11_14;Autumn-spawning;691.499999999999;1.08754315215298
SH_29;Spring-spawning;698.88;1.81398531608297
SH_27;Spring-spawning;698.88;1.78893027149634
SH_26;Spring-spawning;698.88;2.1642228151434
SH_25;Spring-spawning;698.88;1.44838079991844
SH_23;Spring-spawning;698.88;1.68252318207353
SH_22;Spring-spawning;698.88;2.12969554004065
SL57;Slåttersill;698.88;1.56382889399441
SL_63;Slåttersill;698.88;2.03113578230207
SL_58;Slåttersill;698.88;1.72173054206149
SL_66;Slåttersill;698.88;1.70577689139124
SL_65;Slåttersill;698.88;1.52349190108245
SL_62;Slåttersill;698.88;1.80521611226119
SH_21;Spring-spawning;698.88;1.7119342956989
SH31;Spring-spawning;703.024999999999;1.63977396634971
SH32;Spring-spawning;703.024999999999;1.23699932164684
SH_33;Spring-spawning;703.024999999999;1.73664034550033
UP_11_4;Autumn-spawning;703.024999999999;1.49420021353186
UP_11_9;Autumn-spawning;703.024999999999;1.00668584857214
UP_11_5;Autumn-spawning;703.024999999999;1.20466248628288
UP_11_6;Autumn-spawning;703.024999999999;0.981594489086754
UP_11_18;Autumn-spawning;703.024999999999;0.953524762958944
UP_11_7;Autumn-spawning;703.024999999999;1.08453550342268
UP_11_8;Autumn-spawning;703.024999999999;1.37352640280897
UP_11_14;Autumn-spawning;703.024999999999;1.11599235420838
SL-51;Slåttersill;703.168496816662;1.47636428487086
SL_53;Slåttersill;703.168496816662;1.89969812586967
SL_45;Slåttersill;703.168496816662;1.65748896776803
SL_54;Slåttersill;703.168496816662;1.98165543278727
SH_29;Spring-spawning;709.799999999999;1.80458516239152
SH_27;Spring-spawning;709.799999999999;1.816084354353
SH_26;Spring-spawning;709.799999999999;2.17454020791781
SH_25;Spring-spawning;709.799999999999;1.43631093087686
SH_23;Spring-spawning;709.799999999999;1.65003922207892
SH_22;Spring-spawning;709.799999999999;2.11456034807143
SL57;Slåttersill;709.799999999999;1.56977576725394
SL_63;Slåttersill;709.799999999999;1.9886019235953
SL_58;Slåttersill;709.799999999999;1.70087313999026
SL_66;Slåttersill;709.799999999999;1.64956823097657
SL_65;Slåttersill;709.799999999999;1.52534426734785
SL_62;Slåttersill;709.799999999999;1.79726927667666
SH_21;Spring-spawning;709.799999999999;1.71858247942109
SH31;Spring-spawning;714.549999999999;1.66223192894
SH32;Spring-spawning;714.549999999999;1.27461157448723
SH_33;Spring-spawning;714.549999999999;1.73450901541096
UP_11_4;Autumn-spawning;714.549999999999;1.50421463216404
UP_11_9;Autumn-spawning;714.549999999999;1.00866922965615
UP_11_5;Autumn-spawning;714.549999999999;1.16781762714773
UP_11_6;Autumn-spawning;714.549999999999;0.956238404968459
UP_11_18;Autumn-spawning;714.549999999999;0.958090195844362
UP_11_7;Autumn-spawning;714.549999999999;1.08572313727581
UP_11_8;Autumn-spawning;714.549999999999;1.31948887463763
UP_11_14;Autumn-spawning;714.549999999999;1.1092252928496
SH_29;Spring-spawning;720.719999999999;1.7972461923778
SH_27;Spring-spawning;720.719999999999;1.77338308858461
SH_26;Spring-spawning;720.719999999999;2.16642326008141
SH_25;Spring-spawning;720.719999999999;1.45119334009214
SH_23;Spring-spawning;720.719999999999;1.66974954565611
SH_22;Spring-spawning;720.719999999999;2.13248745143541
SL57;Slåttersill;720.719999999999;1.59110033597039
SL_63;Slåttersill;720.719999999999;1.94393231157564
SL_58;Slåttersill;720.719999999999;1.72659831297223
SL_66;Slåttersill;720.719999999999;1.61757606189805
SL_65;Slåttersill;720.719999999999;1.49098207528183
SL_62;Slåttersill;720.719999999999;1.77252917355408
SH_21;Spring-spawning;720.719999999999;1.70052655128826
SH31;Spring-spawning;726.074999999999;1.72558741306186
SH32;Spring-spawning;726.074999999999;1.26843848155242
SH_33;Spring-spawning;726.074999999999;1.72421381218902
UP_11_4;Autumn-spawning;726.074999999999;1.45157899119855
UP_11_9;Autumn-spawning;726.074999999999;0.957854223293883
UP_11_5;Autumn-spawning;726.074999999999;1.2323278219399
UP_11_6;Autumn-spawning;726.074999999999;0.938609358808599
UP_11_18;Autumn-spawning;726.074999999999;0.968402974627142
UP_11_7;Autumn-spawning;726.074999999999;1.15674501779234
UP_11_8;Autumn-spawning;726.074999999999;1.28175497231866
UP_11_14;Autumn-spawning;726.074999999999;1.09636875056804
SL-51;Slåttersill;729.211774476539;1.54391444332495
SL_53;Slåttersill;729.211774476539;1.78641628651477
SL_45;Slåttersill;729.211774476539;1.61704483889161
SL_54;Slåttersill;729.211774476539;1.98486776413244
SH_29;Spring-spawning;731.639999999999;1.77866831060551
SH_27;Spring-spawning;731.639999999999;1.77836363975922
SH_26;Spring-spawning;731.639999999999;2.17971174647799
SH_25;Spring-spawning;731.639999999999;1.45026371431986
SH_23;Spring-spawning;731.639999999999;1.70514703881563
SH_22;Spring-spawning;731.639999999999;2.12799695881068
SL57;Slåttersill;731.639999999999;1.6317085353888
SL_63;Slåttersill;731.639999999999;1.87128399588425
SL_58;Slåttersill;731.639999999999;1.73795090391593
SL_66;Slåttersill;731.639999999999;1.56552298520525
SL_65;Slåttersill;731.639999999999;1.48782230281834
SL_62;Slåttersill;731.639999999999;1.77254326048023
SH_21;Spring-spawning;731.639999999999;1.6500714157821
SH31;Spring-spawning;737.599999999999;1.78117022611385
SH32;Spring-spawning;737.599999999999;1.26675636844757
SH_33;Spring-spawning;737.599999999999;1.67622333362415
UP_11_4;Autumn-spawning;737.599999999999;1.4008607147872
UP_11_9;Autumn-spawning;737.599999999999;1.06885122811499
UP_11_5;Autumn-spawning;737.599999999999;1.22552696974536
UP_11_6;Autumn-spawning;737.599999999999;0.946047751232432
UP_11_18;Autumn-spawning;737.599999999999;0.929949938653257
UP_11_7;Autumn-spawning;737.599999999999;1.17442022510051
UP_11_8;Autumn-spawning;737.599999999999;1.29707405345641
UP_11_14;Autumn-spawning;737.599999999999;1.05024123975368
SH_29;Spring-spawning;742.559999999999;1.7618282236757
SH_27;Spring-spawning;742.559999999999;1.725763632826
SH_26;Spring-spawning;742.559999999999;2.16499998668458
SH_25;Spring-spawning;742.559999999999;1.47637459657349
SH_23;Spring-spawning;742.559999999999;1.6762116980707
SH_22;Spring-spawning;742.559999999999;2.13193555269078
SL57;Slåttersill;742.559999999999;1.66376349925741
SL_63;Slåttersill;742.559999999999;1.8575869607437
SL_58;Slåttersill;742.559999999999;1.72946874607567
SL_66;Slåttersill;742.559999999999;1.57802723617329
SL_65;Slåttersill;742.559999999999;1.48923365945667
SL_62;Slåttersill;742.559999999999;1.79848868868504
SH_21;Spring-spawning;742.559999999999;1.6593083731987
SH31;Spring-spawning;749.124999999999;1.86138578395975
SH32;Spring-spawning;749.124999999999;1.26921857524731
SH_33;Spring-spawning;749.124999999999;1.64496508626141
UP_11_4;Autumn-spawning;749.124999999999;1.28719988533528
