ID;Batch;Distance (µm);Sr:Ca_Avg 
UP_11_7;Autumn-spawning;1221.65;1.0813840555381
UP_11_8;Autumn-spawning;1221.65;1.22673458617403
UP_11_14;Autumn-spawning;1221.65;1.1723743804496
SH_29;Spring-spawning;1223.04;1.12821764275922
SH_27;Spring-spawning;1223.04;1.52853437613838
SH_26;Spring-spawning;1223.04;1.76610680172099
SH_25;Spring-spawning;1223.04;1.24858231641044
SH_23;Spring-spawning;1223.04;1.7386581811544
SH_22;Spring-spawning;1223.04;1.43766638665281
SL57;Slåttersill;1223.04;1.0727859028945
SL_63;Slåttersill;1223.04;1.99592373586281
SL_58;Slåttersill;1223.04;1.52538143074199
SL_66;Slåttersill;1223.04;1.66999126628614
SL_65;Slåttersill;1223.04;1.18900695909183
SL_62;Slåttersill;1223.04;1.30198869590701
SH_21;Spring-spawning;1223.04;1.48098670270822
SL-51;Slåttersill;1224.03405001419;1.40811904598424
SL_53;Slåttersill;1224.03405001419;1.56171808261646
SL_45;Slåttersill;1224.03405001419;1.43979976420007
SL_54;Slåttersill;1224.03405001419;1.44030749210393
SH31;Spring-spawning;1233.175;1.08597139894477
SH32;Spring-spawning;1233.175;0.935744386566969
SH_33;Spring-spawning;1233.175;1.41097983012518
UP_11_4;Autumn-spawning;1233.175;0.9728110873519
UP_11_9;Autumn-spawning;1233.175;1.10273051616295
UP_11_5;Autumn-spawning;1233.175;1.05604554812306
UP_11_6;Autumn-spawning;1233.175;0.94702676705837
UP_11_18;Autumn-spawning;1233.175;1.04625039891607
UP_11_7;Autumn-spawning;1233.175;1.07021454243491
UP_11_8;Autumn-spawning;1233.175;1.25160010444797
UP_11_14;Autumn-spawning;1233.175;1.07856932987116
SH_29;Spring-spawning;1233.96;1.11761422937961
SH_27;Spring-spawning;1233.96;1.5055300317331
SH_26;Spring-spawning;1233.96;1.74144138130314
SH_25;Spring-spawning;1233.96;1.23647152272643
SH_23;Spring-spawning;1233.96;1.7021850269075
SH_22;Spring-spawning;1233.96;1.42296919054892
SL57;Slåttersill;1233.96;1.06325237212683
SL_63;Slåttersill;1233.96;1.94138598117985
SL_58;Slåttersill;1233.96;1.5163531626738
SL_66;Slåttersill;1233.96;1.57015484725292
SL_65;Slåttersill;1233.96;1.19132432600341
SL_62;Slåttersill;1233.96;1.29442521388555
SH_21;Spring-spawning;1233.96;1.48926127897365
SH31;Spring-spawning;1244.7;1.04532961219853
SH32;Spring-spawning;1244.7;0.883718699764679
SH_33;Spring-spawning;1244.7;1.341489690753
UP_11_4;Autumn-spawning;1244.7;0.983149664034111
UP_11_9;Autumn-spawning;1244.7;1.06090362902629
UP_11_5;Autumn-spawning;1244.7;1.04157653518159
UP_11_6;Autumn-spawning;1244.7;0.915077338840955
UP_11_18;Autumn-spawning;1244.7;1.08002274859636
UP_11_7;Autumn-spawning;1244.7;0.973475632842666
UP_11_8;Autumn-spawning;1244.7;1.3120278324261
UP_11_14;Autumn-spawning;1244.7;1.08943553141128
SH_29;Spring-spawning;1244.88;1.12157135601228
SH_27;Spring-spawning;1244.88;1.47409003211554
SH_26;Spring-spawning;1244.88;1.75124849053902
SH_25;Spring-spawning;1244.88;1.23788355500869
SH_23;Spring-spawning;1244.88;1.65851568134495
SH_22;Spring-spawning;1244.88;1.40453594772061
SL57;Slåttersill;1244.88;1.05785131468723
SL_63;Slåttersill;1244.88;1.89284506524506
SL_58;Slåttersill;1244.88;1.49287416489339
SL_66;Slåttersill;1244.88;1.53130091945506
SL_65;Slåttersill;1244.88;1.16674389740606
SL_62;Slåttersill;1244.88;1.29322283322917
SH_21;Spring-spawning;1244.88;1.44639218007759
SL-51;Slåttersill;1250.07732767407;1.29782250854565
SL_53;Slåttersill;1250.07732767407;1.46798983787894
SL_45;Slåttersill;1250.07732767407;1.597823712306
SL_54;Slåttersill;1250.07732767407;1.49837942822257
SH_29;Spring-spawning;1255.8;1.10645581008091
SH_27;Spring-spawning;1255.8;1.42506760915904
SH_26;Spring-spawning;1255.8;1.77036868192765
SH_25;Spring-spawning;1255.8;1.26308274259481
SH_23;Spring-spawning;1255.8;1.62463792382228
SH_22;Spring-spawning;1255.8;1.37357589930511
SL57;Slåttersill;1255.8;1.04177772613099
SL_63;Slåttersill;1255.8;1.82061652327163
SL_58;Slåttersill;1255.8;1.49413441107085
SL_66;Slåttersill;1255.8;1.53292406599198
SL_65;Slåttersill;1255.8;1.17441075278175
SL_62;Slåttersill;1255.8;1.29705241944875
SH_21;Spring-spawning;1255.8;1.44704913880824
SH31;Spring-spawning;1256.225;1.01597209828672
SH32;Spring-spawning;1256.225;0.872847222355719
SH_33;Spring-spawning;1256.225;1.31895330124183
UP_11_4;Autumn-spawning;1256.225;0.988935951327473
UP_11_9;Autumn-spawning;1256.225;1.06667898590311
UP_11_5;Autumn-spawning;1256.225;1.05823359129096
UP_11_6;Autumn-spawning;1256.225;0.980115802645274
UP_11_18;Autumn-spawning;1256.225;1.08385696578756
UP_11_7;Autumn-spawning;1256.225;0.93460121436413
UP_11_8;Autumn-spawning;1256.225;1.35096045975247
UP_11_14;Autumn-spawning;1256.225;1.09881669532792
SH_29;Spring-spawning;1266.72;1.10260505601069
SH_27;Spring-spawning;1266.72;1.37863020973424
SH_26;Spring-spawning;1266.72;1.77388989649466
SH_25;Spring-spawning;1266.72;1.26268655752492
SH_23;Spring-spawning;1266.72;1.59888403002591
SH_22;Spring-spawning;1266.72;1.33560380486087
SL57;Slåttersill;1266.72;1.03764331731496
SL_63;Slåttersill;1266.72;1.7887605281311
SL_58;Slåttersill;1266.72;1.47492499451262
SL_66;Slåttersill;1266.72;1.49148388678938
SL_65;Slåttersill;1266.72;1.17694239049013
SL_62;Slåttersill;1266.72;1.29336980503212
SH_21;Spring-spawning;1266.72;1.4248638251473
SH31;Spring-spawning;1267.75;0.973751038801879
SH32;Spring-spawning;1267.75;0.880988778280095
SH_33;Spring-spawning;1267.75;1.22048602799048
UP_11_4;Autumn-spawning;1267.75;0.988804460747671
UP_11_9;Autumn-spawning;1267.75;1.05018089516624
UP_11_5;Autumn-spawning;1267.75;1.07970705349193
UP_11_6;Autumn-spawning;1267.75;0.998027250515648
UP_11_18;Autumn-spawning;1267.75;1.1164224673906
UP_11_7;Autumn-spawning;1267.75;0.976417418044603
UP_11_8;Autumn-spawning;1267.75;1.3508813797357
UP_11_14;Autumn-spawning;1267.75;1.09330653809866
SL-51;Slåttersill;1276.12060533394;1.27656031890243
SL_53;Slåttersill;1276.12060533394;1.31205222630369
SL_45;Slåttersill;1276.12060533394;1.61722618140356
SL_54;Slåttersill;1276.12060533394;1.5050853440979
SH_29;Spring-spawning;1277.64;1.09170768848551
SH_27;Spring-spawning;1277.64;1.34597005000804
SH_26;Spring-spawning;1277.64;1.78454437106958
SH_25;Spring-spawning;1277.64;1.23237195771594
SH_23;Spring-spawning;1277.64;1.56700499790033
SH_22;Spring-spawning;1277.64;1.31104338023228
SL57;Slåttersill;1277.64;1.03584079964614
SL_63;Slåttersill;1277.64;1.72770295913969
SL_58;Slåttersill;1277.64;1.47424551754961
SL_66;Slåttersill;1277.64;1.46537037550146
SL_65;Slåttersill;1277.64;1.16808310911656
SL_62;Slåttersill;1277.64;1.35713006043355
SH_21;Spring-spawning;1277.64;1.42393748474441
SH31;Spring-spawning;1279.275;0.962045844650327
SH32;Spring-spawning;1279.275;0.898019531739371
SH_33;Spring-spawning;1279.275;1.2612939779711
UP_11_4;Autumn-spawning;1279.275;0.887164010743029
UP_11_9;Autumn-spawning;1279.275;1.04230503646874
UP_11_5;Autumn-spawning;1279.275;1.07830857446625
UP_11_6;Autumn-spawning;1279.275;1.03124816922065
UP_11_18;Autumn-spawning;1279.275;1.15654383684505
UP_11_7;Autumn-spawning;1279.275;0.887411442987232
UP_11_8;Autumn-spawning;1279.275;1.30029924688688
UP_11_14;Autumn-spawning;1279.275;1.03989824019878
SH_29;Spring-spawning;1288.56;1.07639887905742
SH_27;Spring-spawning;1288.56;1.29603365112778
SH_26;Spring-spawning;1288.56;1.80782115807962
SH_25;Spring-spawning;1288.56;1.2284919263864
SH_23;Spring-spawning;1288.56;1.55416763225388
SH_22;Spring-spawning;1288.56;1.26761024569111
SL57;Slåttersill;1288.56;1.02877214999668
SL_63;Slåttersill;1288.56;1.71955531197011
SL_58;Slåttersill;1288.56;1.45957465273352
SL_66;Slåttersill;1288.56;1.44023508512592
SL_65;Slåttersill;1288.56;1.18589806189026
SL_62;Slåttersill;1288.56;1.25882287988184
SH_21;Spring-spawning;1288.56;1.40147941842739
SH31;Spring-spawning;1290.8;0.95193038506609
SH32;Spring-spawning;1290.8;0.915637960722596
SH_33;Spring-spawning;1290.8;1.2329178186218
UP_11_4;Autumn-spawning;1290.8;0.887245157857892
UP_11_9;Autumn-spawning;1290.8;1.02646348043908
UP_11_5;Autumn-spawning;1290.8;1.13166983616643
UP_11_6;Autumn-spawning;1290.8;1.10076677253982
UP_11_18;Autumn-spawning;1290.8;1.17846753316912
UP_11_7;Autumn-spawning;1290.8;0.881116150292302
UP_11_8;Autumn-spawning;1290.8;1.27103838994035
UP_11_14;Autumn-spawning;1290.8;0.990101836203233
SH_29;Spring-spawning;1299.48;1.06191412657532
SH_27;Spring-spawning;1299.48;1.27177558615168
SH_26;Spring-spawning;1299.48;1.82699861276772
SH_25;Spring-spawning;1299.48;1.21885555572257
SH_23;Spring-spawning;1299.48;1.54484649203038
SH_22;Spring-spawning;1299.48;1.2410822004534
SL57;Slåttersill;1299.48;1.02191471904457
SL_63;Slåttersill;1299.48;1.71451206959499
SL_58;Slåttersill;1299.48;1.43967533583994
SL_66;Slåttersill;1299.48;1.42777080222559
SL_65;Slåttersill;1299.48;1.18133202840221
SL_62;Slåttersill;1299.48;1.26423448578
SH_21;Spring-spawning;1299.48;1.37258915703856
SL-51;Slåttersill;1302.16388299382;1.45435382176503
SL_53;Slåttersill;1302.16388299382;1.28186007623735
SL_45;Slåttersill;1302.16388299382;1.52405533142298
SL_54;Slåttersill;1302.16388299382;1.3911638299733
SH31;Spring-spawning;1302.325;0.9208060255952
SH32;Spring-spawning;1302.325;0.91911052433093
SH_33;Spring-spawning;1302.325;1.21996575350937
UP_11_4;Autumn-spawning;1302.325;0.884199351275802
UP_11_9;Autumn-spawning;1302.325;1.03126435166966
UP_11_5;Autumn-spawning;1302.325;1.15042738297553
UP_11_6;Autumn-spawning;1302.325;1.15825262723172
UP_11_18;Autumn-spawning;1302.325;1.18649613445929
UP_11_7;Autumn-spawning;1302.325;0.827804100512509
UP_11_8;Autumn-spawning;1302.325;1.25115469107558
UP_11_14;Autumn-spawning;1302.325;0.958443724964631
SH_29;Spring-spawning;1310.4;1.03318445522241
SH_27;Spring-spawning;1310.4;1.26939818395982
SH_26;Spring-spawning;1310.4;1.83477997714118
SH_25;Spring-spawning;1310.4;1.21582230197278
SH_23;Spring-spawning;1310.4;1.53039035297237
SH_22;Spring-spawning;1310.4;1.2492227984246
SL57;Slåttersill;1310.4;1.01238309944605
SL_63;Slåttersill;1310.4;1.70308525786645
SL_58;Slåttersill;1310.4;1.40462771585151
SL_66;Slåttersill;1310.4;1.40591803449045
SL_65;Slåttersill;1310.4;1.17882056101823
SL_62;Slåttersill;1310.4;1.26500157533034
SH_21;Spring-spawning;1310.4;1.34325937912379
SH31;Spring-spawning;1313.85;0.90017853735198
SH32;Spring-spawning;1313.85;0.908423152036566
SH_33;Spring-spawning;1313.85;1.24338021943398
UP_11_4;Autumn-spawning;1313.85;0.874588800906204
UP_11_9;Autumn-spawning;1313.85;1.01631167889422
UP_11_5;Autumn-spawning;1313.85;1.17450853157924
UP_11_6;Autumn-spawning;1313.85;1.20913075946249
UP_11_18;Autumn-spawning;1313.85;1.21225273026136
UP_11_7;Autumn-spawning;1313.85;0.885628930699296
UP_11_8;Autumn-spawning;1313.85;1.18783197087969
UP_11_14;Autumn-spawning;1313.85;0.889589536397293
SH_29;Spring-spawning;1321.32;1.0160208809876
SH_27;Spring-spawning;1321.32;1.2603169309741
SH_26;Spring-spawning;1321.32;1.78455576214749
SH_25;Spring-spawning;1321.32;1.17546385341605
SH_23;Spring-spawning;1321.32;1.51821235995542
SH_22;Spring-spawning;1321.32;1.2402619434322
SL57;Slåttersill;1321.32;1.02082075217549
SL_63;Slåttersill;1321.32;1.71641148823372
SL_58;Slåttersill;1321.32;1.36261296110862
SL_66;Slåttersill;1321.32;1.39401555112661
SL_65;Slåttersill;1321.32;1.15886435701939
SL_62;Slåttersill;1321.32;1.25886115074557
SH_21;Spring-spawning;1321.32;1.30834848534998
SH31;Spring-spawning;1325.375;0.920367712887472
SH32;Spring-spawning;1325.375;0.8750238406187
SH_33;Spring-spawning;1325.375;1.22576156289962
UP_11_4;Autumn-spawning;1325.375;0.877159533897081
UP_11_9;Autumn-spawning;1325.375;1.00671730211171
UP_11_5;Autumn-spawning;1325.375;1.14970320482885
UP_11_6;Autumn-spawning;1325.375;1.21035274298036
UP_11_18;Autumn-spawning;1325.375;1.23512802853899
UP_11_7;Autumn-spawning;1325.375;0.888267923070042
UP_11_8;Autumn-spawning;1325.375;1.10206903766904
UP_11_14;Autumn-spawning;1325.375;0.861601894186707
SL-51;Slåttersill;1328.2071606537;1.16625760956717
SL_53;Slåttersill;1328.2071606537;1.35461684505015
SL_45;Slåttersill;1328.2071606537;1.77806315711205
SL_54;Slåttersill;1328.2071606537;1.46039564216724
SH_29;Spring-spawning;1332.24;0.994424296421854
SH_27;Spring-spawning;1332.24;1.25864378947709
SH_26;Spring-spawning;1332.24;1.75203293432603
SH_25;Spring-spawning;1332.24;1.18304790799796
SH_23;Spring-spawning;1332.24;1.508493438272
SH_22;Spring-spawning;1332.24;1.22116154291791
SL57;Slåttersill;1332.24;1.02074919033396
SL_63;Slåttersill;1332.24;1.71324196229619
SL_58;Slåttersill;1332.24;1.34263696999504
SL_66;Slåttersill;1332.24;1.396432387232
SL_65;Slåttersill;1332.24;1.16708660367766
SL_62;Slåttersill;1332.24;1.26060489758898
SH_21;Spring-spawning;1332.24;1.2658513008203
SH31;Spring-spawning;1336.9;0.921890330415397
SH32;Spring-spawning;1336.9;0.857554211579971
SH_33;Spring-spawning;1336.9;1.25367473277141
UP_11_4;Autumn-spawning;1336.9;0.892149940663368
UP_11_9;Autumn-spawning;1336.9;0.999530616943721
UP_11_5;Autumn-spawning;1336.9;1.13786358109385
UP_11_6;Autumn-spawning;1336.9;1.30386547912512
UP_11_18;Autumn-spawning;1336.9;1.33352412583597
UP_11_7;Autumn-spawning;1336.9;0.9455978422825
UP_11_8;Autumn-spawning;1336.9;1.04151983190653
UP_11_14;Autumn-spawning;1336.9;0.863594600344255
SH_29;Spring-spawning;1343.16;0.981372993734355
SH_27;Spring-spawning;1343.16;1.26011602121199
SH_26;Spring-spawning;1343.16;1.75430482096471
SH_25;Spring-spawning;1343.16;1.18736593637843
SH_23;Spring-spawning;1343.16;1.49508082970431
SH_22;Spring-spawning;1343.16;1.22039962214076
SL57;Slåttersill;1343.16;1.0241922146748
SL_63;Slåttersill;1343.16;1.71866529422571
SL_58;Slåttersill;1343.16;1.28760025701198
SL_66;Slåttersill;1343.16;1.40811850371418
SL_65;Slåttersill;1343.16;1.17078045792603
SL_62;Slåttersill;1343.16;1.19497554421243
SH_21;Spring-spawning;1343.16;1.22748403681124
SH31;Spring-spawning;1348.425;0.896631511354134
SH32;Spring-spawning;1348.425;0.80937900830775
SH_33;Spring-spawning;1348.425;1.2236849425354
UP_11_4;Autumn-spawning;1348.425;0.867171886351075
UP_11_9;Autumn-spawning;1348.425;0.979854974270619
UP_11_5;Autumn-spawning;1348.425;1.16361876735699
UP_11_6;Autumn-spawning;1348.425;1.28249982387636
UP_11_18;Autumn-spawning;1348.425;1.33250825333959
UP_11_7;Autumn-spawning;1348.425;0.972860781991137
UP_11_8;Autumn-spawning;1348.425;0.998217838436295
UP_11_14;Autumn-spawning;1348.425;0.85551025225466
SH_29;Spring-spawning;1354.08;0.964763338361648
SH_27;Spring-spawning;1354.08;1.24518468019936
SH_26;Spring-spawning;1354.08;1.74396733587594
SH_25;Spring-spawning;1354.08;1.16931892932363
SH_23;Spring-spawning;1354.08;1.45629528414615
SH_22;Spring-spawning;1354.08;1.23982147375743
SL57;Slåttersill;1354.08;1.0338621799507
SL_63;Slåttersill;1354.08;1.68095982277377
SL_58;Slåttersill;1354.08;1.24525279308943
SL_66;Slåttersill;1354.08;1.40740453516905
SL_65;Slåttersill;1354.08;1.1623724750371
SL_62;Slåttersill;1354.08;1.19092646166525
SH_21;Spring-spawning;1354.08;1.1916554682113
SL-51;Slåttersill;1354.25043831357;1.29449500731117
SL_53;Slåttersill;1354.25043831357;1.41243851357258
SL_45;Slåttersill;1354.25043831357;1.36457151026715
SL_54;Slåttersill;1354.25043831357;1.37340575226346
SH31;Spring-spawning;1359.95;0.884098146757458
SH32;Spring-spawning;1359.95;0.827532227461052
SH_33;Spring-spawning;1359.95;1.2101414776577
UP_11_4;Autumn-spawning;1359.95;0.856049972552454
UP_11_9;Autumn-spawning;1359.95;0.967787373398596
UP_11_5;Autumn-spawning;1359.95;1.17451134591705
UP_11_6;Autumn-spawning;1359.95;1.24585544950135
UP_11_18;Autumn-spawning;1359.95;1.39118707024076
UP_11_7;Autumn-spawning;1359.95;0.968628924313315
UP_11_8;Autumn-spawning;1359.95;0.986400803345207
UP_11_14;Autumn-spawning;1359.95;0.854505292292528
SH_29;Spring-spawning;1365;0.948559283981752
SH_27;Spring-spawning;1365;1.24134058118741
SH_26;Spring-spawning;1365;1.71515123517697
SH_25;Spring-spawning;1365;1.1739543000779
SH_23;Spring-spawning;1365;1.42949023940834
SH_22;Spring-spawning;1365;1.23734439763021
SL57;Slåttersill;1365;1.04755861666612
SL_63;Slåttersill;1365;1.64269650949286
SL_58;Slåttersill;1365;1.20919483772799
SL_66;Slåttersill;1365;1.42015600796307
SL_65;Slåttersill;1365;1.14822167318075
SL_62;Slåttersill;1365;1.17551106421106
SH_21;Spring-spawning;1365;1.17385963180265
SH31;Spring-spawning;1371.475;0.868346974897621
SH32;Spring-spawning;1371.475;0.776956930713862
SH_33;Spring-spawning;1371.475;1.16914049950342
UP_11_4;Autumn-spawning;1371.475;0.807457574094611
UP_11_9;Autumn-spawning;1371.475;0.914363441772034
UP_11_5;Autumn-spawning;1371.475;1.1741132163533
UP_11_6;Autumn-spawning;1371.475;1.17547444942922
UP_11_18;Autumn-spawning;1371.475;1.46642279005373
UP_11_7;Autumn-spawning;1371.475;0.989768043476918
UP_11_8;Autumn-spawning;1371.475;0.930797840302101
UP_11_14;Autumn-spawning;1371.475;0.871205043538975
SH_29;Spring-spawning;1375.92;0.956772968719769
SH_27;Spring-spawning;1375.92;1.23157974515419
SH_26;Spring-spawning;1375.92;1.70761798288327
SH_25;Spring-spawning;1375.92;1.16193483640571
SH_23;Spring-spawning;1375.92;1.40532815641103
SH_22;Spring-spawning;1375.92;1.2551061583974
SL57;Slåttersill;1375.92;1.06195837844585
SL_63;Slåttersill;1375.92;1.63942702999989
SL_58;Slåttersill;1375.92;1.19993667479369
SL_66;Slåttersill;1375.92;1.42901592729089
SL_65;Slåttersill;1375.92;1.16775555423274
SL_62;Slåttersill;1375.92;1.18113380611241
SH_21;Spring-spawning;1375.92;1.15718798773442
SL-51;Slåttersill;1380.29371597345;1.32825777104558
SL_53;Slåttersill;1380.29371597345;1.4390465713639
SL_45;Slåttersill;1380.29371597345;1.5462721892967
SL_54;Slåttersill;1380.29371597345;1.38647835181711
SH31;Spring-spawning;1383;0.908416371071917
SH32;Spring-spawning;1383;0.775636436538253
SH_33;Spring-spawning;1383;1.15651239299167
UP_11_4;Autumn-spawning;1383;0.805957782516515
UP_11_9;Autumn-spawning;1383;0.957685974889252
UP_11_5;Autumn-spawning;1383;1.15514227636248
UP_11_6;Autumn-spawning;1383;1.16875903693299
UP_11_18;Autumn-spawning;1383;1.45157325980897
UP_11_7;Autumn-spawning;1383;0.999797496111963
UP_11_8;Autumn-spawning;1383;0.918366220827184
UP_11_14;Autumn-spawning;1383;0.872387023368209
SH_29;Spring-spawning;1386.84;0.942150432658013
SH_27;Spring-spawning;1386.84;1.23362875292167
SH_26;Spring-spawning;1386.84;1.71143418322438
SH_25;Spring-spawning;1386.84;1.18139053723668
SH_23;Spring-spawning;1386.84;1.3450889627843
SH_22;Spring-spawning;1386.84;1.22893686727604
SL57;Slåttersill;1386.84;1.07219113765079
SL_63;Slåttersill;1386.84;1.60730888679731
SL_58;Slåttersill;1386.84;1.18966286199114
SL_66;Slåttersill;1386.84;1.42047216882473
SL_65;Slåttersill;1386.84;1.18063805978859
SL_62;Slåttersill;1386.84;1.16316020090669
SH_21;Spring-spawning;1386.84;1.15681456602407
SH31;Spring-spawning;1394.525;0.875201965953592
SH32;Spring-spawning;1394.525;0.772931988596712
SH_33;Spring-spawning;1394.525;1.13210954082008
UP_11_4;Autumn-spawning;1394.525;0.7799288447536
UP_11_9;Autumn-spawning;1394.525;0.990965170875466
UP_11_5;Autumn-spawning;1394.525;1.365411862106
UP_11_6;Autumn-spawning;1394.525;1.16734900926948
UP_11_18;Autumn-spawning;1394.525;1.51113205495789
UP_11_7;Autumn-spawning;1394.525;1.03152454454375
UP_11_8;Autumn-spawning;1394.525;0.901093152322373
UP_11_14;Autumn-spawning;1394.525;0.863944876398397
SH_29;Spring-spawning;1397.76;0.934461036190207
SH_27;Spring-spawning;1397.76;1.22652307879947
SH_26;Spring-spawning;1397.76;1.70859289243049
SH_25;Spring-spawning;1397.76;1.14354292450717
SH_23;Spring-spawning;1397.76;1.31044855162989
SH_22;Spring-spawning;1397.76;1.21506107234772
SL57;Slåttersill;1397.76;1.06999458377546
SL_63;Slåttersill;1397.76;1.59436526470082
SL_58;Slåttersill;1397.76;1.17351631131315
SL_66;Slåttersill;1397.76;1.41816053688606
SL_65;Slåttersill;1397.76;1.16349284676614
SL_62;Slåttersill;1397.76;1.13515566058941
SH_21;Spring-spawning;1397.76;1.17341623368266
SH31;Spring-spawning;1406.05;0.877878758631962
SH32;Spring-spawning;1406.05;0.762325854964972
SH_33;Spring-spawning;1406.05;1.09218227525444
UP_11_4;Autumn-spawning;1406.05;0.744426296761062
UP_11_9;Autumn-spawning;1406.05;0.959836318172399
UP_11_5;Autumn-spawning;1406.05;1.47392158852167
UP_11_6;Autumn-spawning;1406.05;1.12522909316017
UP_11_18;Autumn-spawning;1406.05;1.48732292425508
UP_11_7;Autumn-spawning;1406.05;0.968127608054474
UP_11_8;Autumn-spawning;1406.05;0.895043217060073
UP_11_14;Autumn-spawning;1406.05;0.868456014673319
SL-51;Slåttersill;1406.33699363332;1.17904904140504
SL_53;Slåttersill;1406.33699363332;1.47698928580655
SL_45;Slåttersill;1406.33699363332;1.61752041163855
SL_54;Slåttersill;1406.33699363332;1.47295352398158
SH_29;Spring-spawning;1408.68;0.937282600754821
SH_27;Spring-spawning;1408.68;1.23394269894867
SH_26;Spring-spawning;1408.68;1.67996895204119
SH_25;Spring-spawning;1408.68;1.11161979676934
SH_23;Spring-spawning;1408.68;1.3081594074306
SH_22;Spring-spawning;1408.68;1.19503813870489
SL57;Slåttersill;1408.68;1.05264020475173
SL_63;Slåttersill;1408.68;1.56175831357141
SL_58;Slåttersill;1408.68;1.17804702804518
SL_66;Slåttersill;1408.68;1.40612150790236
SL_65;Slåttersill;1408.68;1.15216267811315
SL_62;Slåttersill;1408.68;1.12632297093699
SH_21;Spring-spawning;1408.68;1.15948422861545
SH31;Spring-spawning;1417.575;0.905058835817662
SH32;Spring-spawning;1417.575;0.804017951077424
SH_33;Spring-spawning;1417.575;1.07392780070045
UP_11_4;Autumn-spawning;1417.575;0.716729402699628
UP_11_9;Autumn-spawning;1417.575;1.04809374309775
UP_11_5;Autumn-spawning;1417.575;1.41834457393438
UP_11_6;Autumn-spawning;1417.575;1.16787852247009
UP_11_18;Autumn-spawning;1417.575;1.51429088805384
UP_11_7;Autumn-spawning;1417.575;1.01294764920754
UP_11_8;Autumn-spawning;1417.575;0.874793642749386
UP_11_14;Autumn-spawning;1417.575;0.860861164237334
SH_29;Spring-spawning;1419.6;0.944085915937876
SH_27;Spring-spawning;1419.6;1.22593909975532
SH_26;Spring-spawning;1419.6;1.71276711043509
SH_25;Spring-spawning;1419.6;1.11612878727808
SH_23;Spring-spawning;1419.6;1.29113845924461
SH_22;Spring-spawning;1419.6;1.16213865344107
SL57;Slåttersill;1419.6;1.02987010210848
SL_63;Slåttersill;1419.6;1.58232472470246
SL_58;Slåttersill;1419.6;1.18820671214173
SL_66;Slåttersill;1419.6;1.38881932854964
SL_65;Slåttersill;1419.6;1.14658904155548
SL_62;Slåttersill;1419.6;1.11683834475388
SH_21;Spring-spawning;1419.6;1.15883525191375
SH31;Spring-spawning;1429.1;0.893260531079697
SH32;Spring-spawning;1429.1;0.772527687976226
SH_33;Spring-spawning;1429.1;1.10131360925549
UP_11_4;Autumn-spawning;1429.1;0.693429952103491
UP_11_9;Autumn-spawning;1429.1;1.09574205226
UP_11_5;Autumn-spawning;1429.1;1.39053292866062
UP_11_6;Autumn-spawning;1429.1;1.25595414045655
UP_11_18;Autumn-spawning;1429.1;1.50959365486345
UP_11_7;Autumn-spawning;1429.1;1.04653106668208
UP_11_8;Autumn-spawning;1429.1;0.853371846057703
UP_11_14;Autumn-spawning;1429.1;0.86647787327485
SH_29;Spring-spawning;1430.52;0.949894753934298
SH_27;Spring-spawning;1430.52;1.20011455204891
SH_26;Spring-spawning;1430.52;1.71602296215126
SH_25;Spring-spawning;1430.52;1.10699486879238
SH_23;Spring-spawning;1430.52;1.25332944177753
SH_22;Spring-spawning;1430.52;1.12931559953191
SL57;Slåttersill;1430.52;1.01525718007486
SL_63;Slåttersill;1430.52;1.5844567986636
SL_58;Slåttersill;1430.52;1.18534656139818
SL_66;Slåttersill;1430.52;1.41094130749489
SL_65;Slåttersill;1430.52;1.13535112674731
SL_62;Slåttersill;1430.52;1.09539885130387
SH_21;Spring-spawning;1430.52;1.14876981125578
SL-51;Slåttersill;1432.3802712932;1.24586288681749
SL_53;Slåttersill;1432.3802712932;1.41615054851495
SL_45;Slåttersill;1432.3802712932;1.50120253864229
SL_54;Slåttersill;1432.3802712932;1.21312142767578
SH31;Spring-spawning;1440.625;0.884533466183695
SH32;Spring-spawning;1440.625;0.7755214959001
SH_33;Spring-spawning;1440.625;1.13150466198534
UP_11_4;Autumn-spawning;1440.625;0.70467369515858
UP_11_9;Autumn-spawning;1440.625;1.15475102942158
UP_11_5;Autumn-spawning;1440.625;1.3998421407281
UP_11_6;Autumn-spawning;1440.625;1.35586322616646
UP_11_18;Autumn-spawning;1440.625;1.48716708136522
UP_11_7;Autumn-spawning;1440.625;1.05072979992721
UP_11_8;Autumn-spawning;1440.625;0.844541886399349
UP_11_14;Autumn-spawning;1440.625;0.9196588742024
SH_29;Spring-spawning;1441.44;0.946368027004303
SH_27;Spring-spawning;1441.44;1.17961650459773
SH_26;Spring-spawning;1441.44;1.72478637887449
SH_25;Spring-spawning;1441.44;1.06374697250768
SH_23;Spring-spawning;1441.44;1.23267688319687
SH_22;Spring-spawning;1441.44;1.09584894320643
SL57;Slåttersill;1441.44;1.00050580794709
SL_63;Slåttersill;1441.44;1.56793470392768
SL_58;Slåttersill;1441.44;1.17771584010928
SL_66;Slåttersill;1441.44;1.40534693162765
SL_65;Slåttersill;1441.44;1.11123572991298
SL_62;Slåttersill;1441.44;1.06093846033721
SH_21;Spring-spawning;1441.44;1.17536874563451
SH31;Spring-spawning;1452.15;0.873886051657942
SH32;Spring-spawning;1452.15;0.804275213379112
SH_33;Spring-spawning;1452.15;1.16941917068948
UP_11_4;Autumn-spawning;1452.15;0.708234298598372
